file_path,label_id
train/train_0.wav,5
train/train_1.wav,6
train/train_2.wav,6
train/train_3.wav,6
train/train_4.wav,5
train/train_5.wav,3
train/train_6.wav,5
train/train_7.wav,5
train/train_8.wav,2
train/train_9.wav,1
train/train_10.wav,1
train/train_11.wav,5
train/train_12.wav,6
train/train_13.wav,1
train/train_14.wav,0
train/train_15.wav,4
train/train_16.wav,1
train/train_17.wav,4
train/train_18.wav,2
train/train_19.wav,3
train/train_20.wav,2
train/train_21.wav,4
train/train_22.wav,6
train/train_23.wav,1
train/train_24.wav,2
train/train_25.wav,6
train/train_26.wav,5
train/train_27.wav,2
train/train_28.wav,4
train/train_29.wav,2
train/train_30.wav,5
train/train_31.wav,0
train/train_32.wav,2
train/train_33.wav,2
train/train_34.wav,0
train/train_35.wav,4
train/train_36.wav,5
train/train_37.wav,2
train/train_38.wav,3
train/train_39.wav,5
train/train_40.wav,0
train/train_41.wav,5
train/train_42.wav,3
train/train_43.wav,3
train/train_44.wav,0
train/train_45.wav,6
train/train_46.wav,4
train/train_47.wav,2
train/train_48.wav,6
train/train_49.wav,0
train/train_50.wav,6
train/train_51.wav,5
train/train_52.wav,0
train/train_53.wav,1
train/train_54.wav,6
train/train_55.wav,0
train/train_56.wav,1
train/train_57.wav,5
train/train_58.wav,1
train/train_59.wav,2
train/train_60.wav,2
train/train_61.wav,2
train/train_62.wav,2
train/train_63.wav,3
train/train_64.wav,2
train/train_65.wav,5
train/train_66.wav,0
train/train_67.wav,6
train/train_68.wav,6
train/train_69.wav,6
train/train_70.wav,1
train/train_71.wav,0
train/train_72.wav,5
train/train_73.wav,5
train/train_74.wav,6
train/train_75.wav,5
train/train_76.wav,3
train/train_77.wav,6
train/train_78.wav,6
train/train_79.wav,3
train/train_80.wav,3
train/train_81.wav,0
train/train_82.wav,5
train/train_83.wav,3
train/train_84.wav,0
train/train_85.wav,2
train/train_86.wav,4
train/train_87.wav,2
train/train_88.wav,2
train/train_89.wav,0
train/train_90.wav,0
train/train_91.wav,0
train/train_92.wav,4
train/train_93.wav,2
train/train_94.wav,5
train/train_95.wav,2
train/train_96.wav,0
train/train_97.wav,6
train/train_98.wav,5
train/train_99.wav,6
train/train_100.wav,4
train/train_101.wav,6
train/train_102.wav,3
train/train_103.wav,1
train/train_104.wav,6
train/train_105.wav,5
train/train_106.wav,4
train/train_107.wav,1
train/train_108.wav,1
train/train_109.wav,4
train/train_110.wav,5
train/train_111.wav,4
